call_id,caller,receiver,timestamp
C0608,P088,P004,2026-08-12T17:31:00
C0609,P126,P028,2026-08-12T19:21:00
C0610,P093,P118,2026-08-11T05:03:00
C0611,P112,P046,2026-08-13T07:24:00
C0612,P070,P138,2026-08-13T02:10:00
C0613,P120,P112,2026-08-13T17:03:00
C0614,P069,P083,2026-08-11T17:41:00
C0615,P023,P072,2026-08-12T21:42:00
C0616,P063,P119,2026-08-13T13:58:00
C0617,P098,P087,2026-08-10T12:05:00
C0618,P127,P084,2026-08-11T08:59:00
C0619,P125,P055,2026-08-12T08:36:00
C0620,P067,P088,2026-08-11T22:20:00
C0621,P071,P143,2026-08-10T09:33:00
C0622,P133,P049,2026-08-10T19:51:00
C0623,P062,P105,2026-08-13T02:52:00
C0624,P143,P062,2026-08-13T01:10:00
C0625,P126,P115,2026-08-10T10:31:00
C0626,P024,P076,2026-08-11T14:25:00
C0627,P104,P063,2026-08-12T01:58:00
C0628,P149,P095,2026-08-13T00:46:00
C0629,P142,P136,2026-08-12T07:06:00
C0630,P109,P141,2026-08-12T05:19:00
C0631,P091,P117,2026-08-11T21:09:00
C0632,P079,P065,2026-08-11T15:38:00
C0633,P031,P050,2026-08-12T03:14:00
C0634,P031,P138,2026-08-11T09:26:00
C0635,P050,P056,2026-08-13T02:16:00
C0636,P071,P135,2026-08-13T17:38:00
C0637,P073,P026,2026-08-11T10:40:00
C0638,P076,P059,2026-08-12T09:26:00
C0639,P046,P078,2026-08-10T10:05:00
C0640,P137,P033,2026-08-11T21:37:00
C0641,P012,P014,2026-08-13T11:43:00
C0642,P075,P033,2026-08-13T03:11:00
C0643,P027,P004,2026-08-13T14:32:00
C0644,P073,P121,2026-08-13T01:31:00
C0645,P113,P088,2026-08-11T09:20:00
C0646,P014,P065,2026-08-13T01:23:00
C0647,P030,P017,2026-08-12T14:52:00
C0648,P126,P019,2026-08-13T14:56:00
C0649,P014,P039,2026-08-11T04:32:00
C0650,P145,P078,2026-08-10T19:47:00
C0651,P064,P031,2026-08-13T12:21:00
C0652,P107,P058,2026-08-13T07:30:00
C0653,P098,P116,2026-08-12T20:36:00
C0654,P077,P110,2026-08-12T01:51:00
C0655,P146,P016,2026-08-10T21:42:00
C0656,P054,P055,2026-08-11T20:17:00
C0657,P021,P041,2026-08-11T16:54:00
C0658,P045,P142,2026-08-10T18:24:00
C0659,P041,P001,2026-08-12T15:56:00
C0660,P116,P121,2026-08-11T23:55:00
C0661,P009,P060,2026-08-11T23:30:00
C0662,P073,P117,2026-08-10T17:53:00
C0663,P060,P068,2026-08-13T16:41:00
C0664,P051,P109,2026-08-10T23:50:00
C0665,P140,P058,2026-08-11T04:30:00
C0666,P069,P037,2026-08-10T17:54:00
C0667,P016,P043,2026-08-12T02:09:00
C0668,P146,P074,2026-08-12T20:07:00
C0669,P032,P120,2026-08-12T01:41:00
C0670,P104,P070,2026-08-13T04:29:00
C0671,P139,P127,2026-08-12T19:56:00
C0672,P021,P011,2026-08-12T19:09:00
C0673,P083,P065,2026-08-10T11:41:00
C0674,P024,P059,2026-08-13T14:42:00
C0675,P006,P069,2026-08-13T14:50:00
C0676,P011,P045,2026-08-13T00:24:00
C0677,P133,P114,2026-08-11T22:08:00
C0678,P047,P150,2026-08-12T19:40:00
C0679,P126,P024,2026-08-13T00:20:00
C0680,P090,P105,2026-08-12T05:40:00
C0681,P083,P027,2026-08-11T06:07:00
C0682,P085,P106,2026-08-13T03:48:00
C0683,P074,P103,2026-08-13T11:16:00
C0684,P010,P117,2026-08-10T20:11:00
C0685,P081,P065,2026-08-12T04:18:00
C0686,P030,P104,2026-08-13T06:25:00
C0687,P001,P139,2026-08-12T23:14:00
C0688,P106,P014,2026-08-11T09:46:00
C0689,P133,P093,2026-08-13T04:13:00
C0690,P114,P014,2026-08-11T11:57:00
C0691,P069,P141,2026-08-11T02:03:00
C0692,P074,P113,2026-08-13T02:20:00
C0693,P032,P008,2026-08-13T19:17:00
C0694,P062,P041,2026-08-12T02:35:00
C0695,P142,P004,2026-08-13T11:34:00
C0696,P105,P024,2026-08-11T14:50:00
C0697,P030,P119,2026-08-11T00:12:00
C0698,P040,P128,2026-08-12T00:00:00
C0699,P131,P070,2026-08-12T16:53:00
C0700,P124,P121,2026-08-11T17:26:00
C0701,P117,P142,2026-08-11T03:54:00
C0702,P099,P049,2026-08-13T18:00:00
C0703,P131,P035,2026-08-10T17:41:00
C0704,P071,P107,2026-08-12T06:34:00
C0705,P130,P069,2026-08-10T08:31:00
C0706,P073,P077,2026-08-13T16:18:00
C0707,P149,P126,2026-08-11T04:27:00
C0708,P115,P138,2026-08-13T02:17:00
C0709,P089,P086,2026-08-13T11:31:00
C0710,P140,P097,2026-08-12T22:20:00
C0711,P083,P049,2026-08-11T16:46:00
C0712,P147,P099,2026-08-11T16:03:00
C0713,P106,P012,2026-08-12T03:36:00
C0714,P122,P098,2026-08-12T12:52:00
C0715,P039,P127,2026-08-10T13:13:00
C0716,P033,P129,2026-08-13T16:44:00
C0717,P085,P026,2026-08-12T20:16:00
C0718,P026,P135,2026-08-12T22:33:00
C0719,P004,P037,2026-08-12T16:08:00
C0720,P040,P020,2026-08-13T00:16:00
C0721,P068,P087,2026-08-12T14:26:00
C0722,P021,P085,2026-08-13T09:01:00
C0723,P098,P082,2026-08-13T02:47:00
C0724,P139,P010,2026-08-10T17:30:00
C0725,P061,P074,2026-08-11T15:13:00
C0726,P024,P112,2026-08-10T21:36:00
C0727,P026,P114,2026-08-11T06:52:00
C0728,P077,P008,2026-08-10T14:26:00
C0729,P084,P015,2026-08-12T00:13:00
C0730,P092,P096,2026-08-12T18:58:00
C0731,P038,P063,2026-08-13T08:41:00
C0732,P106,P145,2026-08-11T08:45:00
C0733,P044,P045,2026-08-10T18:56:00
C0734,P098,P062,2026-08-13T04:06:00
C0735,P150,P037,2026-08-11T15:52:00
C0736,P119,P066,2026-08-12T22:54:00
C0737,P066,P003,2026-08-12T23:41:00
C0738,P074,P140,2026-08-11T05:44:00
C0739,P019,P114,2026-08-12T07:20:00
C0740,P077,P109,2026-08-11T18:18:00
C0741,P117,P078,2026-08-11T11:21:00
C0742,P099,P124,2026-08-10T22:43:00
C0743,P061,P098,2026-08-13T14:15:00
C0744,P092,P148,2026-08-12T00:33:00
C0745,P076,P006,2026-08-12T14:12:00
C0746,P071,P003,2026-08-13T13:26:00
C0747,P013,P128,2026-08-11T23:14:00
C0748,P059,P091,2026-08-11T14:04:00
C0749,P049,P065,2026-08-11T02:50:00
C0750,P025,P011,2026-08-12T02:20:00
C0751,P113,P009,2026-08-13T15:17:00
C0752,P094,P034,2026-08-10T20:28:00
C0753,P076,P084,2026-08-12T16:53:00
C0754,P045,P052,2026-08-11T02:12:00
C0755,P139,P094,2026-08-13T08:38:00
C0756,P129,P070,2026-08-11T06:37:00
C0757,P066,P124,2026-08-12T00:27:00
C0758,P087,P030,2026-08-13T00:06:00
C0759,P020,P037,2026-08-11T14:58:00
C0760,P102,P143,2026-08-12T10:06:00
C0761,P024,P102,2026-08-10T10:04:00
C0762,P068,P138,2026-08-11T01:02:00
C0763,P117,P095,2026-08-11T19:57:00
C0764,P150,P098,2026-08-12T10:53:00
C0765,P028,P060,2026-08-13T00:32:00
C0766,P007,P144,2026-08-12T04:57:00
C0767,P057,P017,2026-08-12T23:33:00
C0768,P078,P105,2026-08-11T00:05:00
C0769,P036,P012,2026-08-10T13:14:00
C0770,P078,P127,2026-08-11T00:01:00
C0771,P025,P061,2026-08-13T09:33:00
C0772,P035,P100,2026-08-12T22:06:00
C0773,P095,P139,2026-08-12T17:23:00
C0774,P040,P107,2026-08-10T21:41:00
C0775,P126,P105,2026-08-11T22:21:00
C0776,P009,P095,2026-08-11T13:49:00
C0777,P061,P093,2026-08-10T21:43:00
C0778,P095,P140,2026-08-12T09:08:00
C0779,P016,P102,2026-08-11T21:50:00
C0780,P049,P032,2026-08-12T22:15:00
C0781,P024,P055,2026-08-13T17:41:00
C0782,P006,P013,2026-08-12T05:42:00
C0783,P063,P033,2026-08-13T13:15:00
C0784,P053,P018,2026-08-13T11:50:00
C0785,P054,P056,2026-08-11T15:58:00
C0786,P085,P038,2026-08-13T17:32:00
C0787,P001,P071,2026-08-11T03:55:00
C0788,P034,P139,2026-08-11T18:23:00
C0789,P045,P029,2026-08-10T11:41:00
C0790,P034,P004,2026-08-12T09:04:00
C0791,P061,P083,2026-08-10T10:19:00
C0792,P045,P068,2026-08-10T15:19:00
C0793,P033,P108,2026-08-13T07:59:00
C0794,P030,P017,2026-08-13T01:11:00
C0795,P115,P093,2026-08-13T06:14:00
C0796,P028,P116,2026-08-13T04:57:00
C0797,P057,P012,2026-08-13T07:21:00
C0798,P078,P118,2026-08-10T12:25:00
C0799,P016,P123,2026-08-12T15:00:00
C0800,P110,P028,2026-08-13T03:06:00
C0801,P114,P019,2026-08-10T19:11:00
C0802,P083,P038,2026-08-10T17:08:00
C0803,P033,P071,2026-08-13T16:05:00
C0804,P141,P084,2026-08-12T12:10:00
C0805,P136,P076,2026-08-12T22:06:00
C0806,P130,P111,2026-08-10T21:42:00
C0807,P030,P142,2026-08-11T13:31:00
C0808,P111,P116,2026-08-11T15:21:00
C0809,P106,P087,2026-08-12T22:05:00
C0810,P103,P107,2026-08-10T21:08:00
C0811,P081,P110,2026-08-12T02:50:00
C0812,P066,P096,2026-08-11T05:00:00
C0813,P122,P018,2026-08-10T20:37:00
C0814,P022,P024,2026-08-12T19:07:00
C0815,P025,P096,2026-08-11T01:55:00
C0816,P143,P016,2026-08-13T16:14:00
C0817,P085,P032,2026-08-12T16:15:00
C0818,P091,P109,2026-08-10T15:11:00
C0819,P074,P080,2026-08-12T08:10:00
C0820,P027,P148,2026-08-13T05:26:00
C0821,P055,P040,2026-08-13T02:00:00
C0822,P058,P028,2026-08-12T07:58:00
C0823,P143,P095,2026-08-10T23:51:00
C0824,P072,P147,2026-08-11T15:02:00
C0825,P110,P144,2026-08-13T12:10:00
C0826,P007,P069,2026-08-10T12:07:00
C0827,P047,P070,2026-08-12T02:21:00
C0828,P087,P090,2026-08-10T09:00:00
C0829,P047,P037,2026-08-13T13:29:00
C0830,P103,P018,2026-08-11T03:32:00
C0831,P008,P024,2026-08-13T08:35:00
C0832,P056,P097,2026-08-12T17:29:00
C0833,P117,P088,2026-08-11T05:39:00
